gene,text
,Stickler syndrome
,"Multiple Epiphyseal Dysplasia, Dominant"
,Hereditary hearing loss and deafness
,"Multiple Epiphyseal Dysplasia, Dominant"
,Congenital myasthenic syndrome
,"Multiple Epiphyseal Dysplasia, Dominant"
,Mitochondrial diseases
,Mitochondrial diseases
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Mitochondrial diseases
,Mitochondrial diseases
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Mitochondrial diseases
,Mitochondrial diseases
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Mitochondrial diseases
,Neurodegeneration with brain iron accumulation
,Disorder of the urea cycle metabolism
,Disorder of fatty acid metabolism
,Disorder of fatty acid metabolism
,Systemic lupus erythematosus
,Leber congenital amaurosis
,Retinitis pigmentosa
,Rubinstein-Taybi syndrome
,Menke-Hennekam syndrome
,Cold-induced sweating syndrome
,Osteogenesis imperfecta
,Leber congenital amaurosis
,Primary dilated cardiomyopathy
,Cardiomyopathy
,Familial dilated cardiomyopathy
,Myofibrillar myopathy
,Pulmonary surfactant metabolism dysfunction
,Cardiomyopathy
,Familial dilated cardiomyopathy
,Cardiomyopathy
,Cardiomyopathy
,Primary familial hypertrophic cardiomyopathy
,Age-related macular degeneration
,Progressive myoclonus epilepsy
,Cerebroretinal microangiopathy with calcifications and cysts
,Celiac disease
,Celiac disease
,Glioma
,Glioma
,Neoplasm of the genitourinary tract
,Cystinosis
,Cystinosis
,Cystinosis
,Neuronal ceroid lipofuscinosis
,Pseudohypoaldosteronism type 2A
,Three M syndrome
,Hereditary methemoglobinemia
,Hereditary methemoglobinemia
,Chronic granulomatous disease
,Chronic granulomatous disease
,Congenital adrenal hyperplasia
,Familial hyperaldosteronism
,Disorder of endocrine system
,Corticosterone 18-monooxygenase deficiency
,Corticosterone 18-monooxygenase deficiency
,Disorder of endocrine system
,Congenital adrenal hyperplasia
,Congenital adrenal hyperplasia
,Disorder of endocrine system
,Neoplasm of lung
,Congenital ichthyosis of skin
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,"Limb-girdle muscular dystrophy, autosomal recessive"
,Disorder of organic acid metabolism
,Disorder of amino acid metabolism
,Neurodegeneration with brain iron accumulation
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Hereditary hearing loss and deafness
,Amyotrophic lateral sclerosis
,Amyotrophic lateral sclerosis
,Lissencephaly
,Lissencephaly
,Malformation of cortical development
,Xeroderma pigmentosum
,Myofibrillar myopathy
,Cardiomyopathy
,Limb-girdle muscular dystrophy autosomal dominant
,Cardiomyopathy
,Cardiomyopathy
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,Familial dilated cardiomyopathy
,Familial dilated cardiomyopathy
,Mitochondrial diseases
,"Mitochondrial DNA depletion syndrome, hepatocerebral form"
,Mitochondrial DNA Deletion Syndromes
,Hereditary hearing loss and deafness
,Retinitis pigmentosa
,"Pure gonadal dysgenesis 46,XY"
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Premature ovarian failure
,Schizophrenia
,Dyskeratosis congenita
,Pyruvate dehydrogenase complex deficiency
,Mitochondrial diseases
,Leigh syndrome
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Leigh syndrome
,Mitochondrial diseases
,Pyruvate dehydrogenase complex deficiency
,Autosomal recessive spondylocostal dysostosis
,Jarcho-Levin syndrome
,Dystrophinopathies
,Dystrophinopathies
,Dystrophinopathies
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Primary ciliary dyskinesia
,Charcot-Marie-Tooth disease
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy autosomal dominant
,Neuronal ceroid lipofuscinosis
,Primary ciliary dyskinesia
,Centronuclear myopathy
,Adams-Oliver syndrome
,Congenital myasthenic syndrome
,Congenital disorder of glycosylation
,Congenital disorder of glycosylation
,Congenital disorder of glycosylation
,Congenital disorder of glycosylation
,Paroxysmal familial ventricular fibrillation
,Primary ciliary dyskinesia
,Essential tremor
,Arrhythmogenic right ventricular cardiomyopathy
,Cardiomyopathy
,Cardiomyopathy
,Familial dilated cardiomyopathy
,Cardiomyopathy
,Cardiomyopathy
,Arrhythmogenic right ventricular cardiomyopathy
,Arrhythmogenic right ventricular cardiomyopathy
,Cardiomyopathy
,Hermansky-Pudlak syndrome
,Congenital hypothyroidism
,Charcot-Marie-Tooth disease
,"Charcot-Marie-Tooth disease, type 2"
,Jeune thoracic dystrophy
,Qualitative or quantitative defects of dysferlin
,Qualitative or quantitative defects of dysferlin
,"Limb-girdle muscular dystrophy, autosomal recessive"
,"Limb-girdle muscular dystrophy, autosomal recessive"
,Combined oxidative phosphorylation deficiency
,Hirschsprung disease
,Hirschsprung disease
,Distal arthrogryposis
,Hypohidrotic ectodermal dysplasia
,Hypohidrotic ectodermal dysplasia
,Hypohidrotic ectodermal dysplasia
,Hypohidrotic ectodermal dysplasia
,Hypohidrotic ectodermal dysplasia
,Hypohidrotic ectodermal dysplasia
,Autosomal hypohidrotic ectodermal dysplasia
,Autosomal hypohidrotic ectodermal dysplasia
,Autosomal hypohidrotic ectodermal dysplasia
,Autosomal hypohidrotic ectodermal dysplasia
,Hypohidrotic ectodermal dysplasia
,Hypohidrotic ectodermal dysplasia
,Hypohidrotic ectodermal dysplasia
,Hypohidrotic ectodermal dysplasia
,Auriculocondylar syndrome
,Auriculocondylar syndrome
,Hirschsprung disease
,Hirschsprung disease
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hirschsprung disease
,Hirschsprung disease
,"Cutis laxa, autosomal recessive"
,Idiopathic generalized epilepsy
,Idiopathic generalized epilepsy
,Neoplasm of lung
,Familial erythrocytosis
,"Charcot-Marie-Tooth disease, type I"
,Congenital hypomyelinating neuropathy
,Charcot-Marie-Tooth disease type 4
,Charcot-Marie-Tooth disease type 4
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,Combined oxidative phosphorylation deficiency
,Severe congenital neutropenia
,"Cutis laxa, autosomal dominant"
,Stargardt disease
,Ashkenazi Jewish disorders
,Emery-Dreifuss muscular dystrophy
,Hereditary hemorrhagic telangiectasia
,Glycogen storage disease
,Adams-Oliver syndrome
,Menke-Hennekam syndrome
,Rubinstein-Taybi syndrome
,Rubinstein-Taybi syndrome
,Familial erythrocytosis
,Hereditary elliptocytosis
,Hereditary spherocytosis
,COLORECTAL CANCER
,Lynch syndrome
,Carcinoma of colon
,Hyperlipoproteinemia
,Familial hypercholesterolemia
,Progressive myoclonus epilepsy
,Microvascular complications of diabetes
,Familial erythrocytosis
,Perrault syndrome
,Perrault syndrome
,Glioma
,Glioma
,Neoplasm of lung
,Xeroderma pigmentosum
,Xeroderma pigmentosum
,Xeroderma pigmentosum
,Xeroderma pigmentosum
,Cockayne syndrome
,Neoplasm of lung
,Age-related macular degeneration
,Cockayne syndrome
,Craniosynostosis syndrome
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Hereditary hearing loss and deafness
,Neoplasm of the breast
,Hereditary hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Disorder of fatty acid metabolism
,Disorder of fatty acid metabolism
,Disorder of fatty acid metabolism
,Peripheral neuroepithelioma
,Pontocerebellar hypoplasia type 1
,Pontoneocerebellar hypoplasia
,Pontoneocerebellar hypoplasia
,Pontocerebellar hypoplasia type 1
,Pontocerebellar hypoplasia type 1
,Pontoneocerebellar hypoplasia
,Hereditary multiple osteochondromas
,Branchiootorenal Spectrum Disorders
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Familial dilated cardiomyopathy
,Nonsyndromic hearing loss and deafness
,Cardiomyopathy
,Cardiomyopathy
,Retinitis pigmentosa
,Hereditary angioneurotic edema
,Venous thrombosis
,Hemophilia
,Hemophilia
,Neurodegeneration with brain iron accumulation
,Disorder of amino acid metabolism
,Retinitis pigmentosa
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Ashkenazi Jewish disorders
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Fanconi anemia
,Combined oxidative phosphorylation deficiency
,Neoplasm of lung
,Age-related macular degeneration
,"Cutis laxa, autosomal recessive"
,"Cutis laxa, autosomal dominant"
,Ectopia lentis
,Familial aortopathy
,Weill-Marchesani syndrome
,Mitochondrial DNA Deletion Syndromes
,"Mitochondrial DNA Depletion Syndrome, Encephalomyopathic Form"
,Mitochondrial diseases
,Hereditary hearing loss and deafness
,Parkinson disease
,Ashkenazi Jewish disorders
,Congenital disorder of glycosylation with defective fucosylation
,Hereditary factor I deficiency disease
,Hereditary factor I deficiency disease
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease type 4
,Hypogonadism with anosmia
,Hypogonadism with anosmia
,Craniosynostosis 1
,Craniosynostosis 1
,Craniosynostosis syndrome
,Craniosynostosis syndrome
,Holoprosencephaly sequence
,Craniosynostosis syndrome
,Craniosynostosis syndrome
,Craniosynostosis syndrome
,Craniosynostosis syndrome
,Craniosynostosis syndrome
,Craniosynostosis 1
,Craniosynostosis 1
,Craniosynostosis 1
,Craniosynostosis 1
,Craniosynostosis 1
,Craniosynostosis syndrome
,Craniosynostosis 1
,Antley-Bixler syndrome
,Antley-Bixler syndrome
,Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis
,Neoplasm of the genitourinary tract
,Neoplasm of the genitourinary tract
,Craniosynostosis 1
,Craniosynostosis syndrome
,Craniosynostosis 1
,Craniosynostosis 1
,Craniosynostosis syndrome
,Craniosynostosis syndrome
,Hereditary factor I deficiency disease
,Emery-Dreifuss muscular dystrophy
,Amyotrophic lateral sclerosis
,Charcot-Marie-Tooth disease type 4
,Amyotrophic lateral sclerosis
,Charcot-Marie-Tooth disease
,Premature ovarian failure
,Osteogenesis imperfecta
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,alpha-Dystroglycan related dystrophy
,alpha-Dystroglycan related dystrophy
,alpha-Dystroglycan related dystrophy
,"Limb-girdle muscular dystrophy, autosomal recessive"
,Congenital muscular dystrophy
,Congenital muscular dystrophy
,Congenital muscular dystrophy
,Congenital muscular dystrophy
,Congenital muscular dystrophy
,Congenital muscular dystrophy
,"Limb-girdle muscular dystrophy, autosomal recessive"
,alpha-Dystroglycan related dystrophy
,alpha-Dystroglycan related dystrophy
,Cardiomyopathy
,Cardiomyopathy
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,Familial dilated cardiomyopathy
,Otopalatodigital Spectrum Disorders
,Otopalatodigital Spectrum Disorders
,Otopalatodigital Spectrum Disorders
,Otopalatodigital Spectrum Disorders
,Periventricular nodular heterotopia
,Larsen syndrome
,Atelosteogenesis
,Atelosteogenesis
,Myofibrillar myopathy
,Premature ovarian failure
,Rieger syndrome
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Hereditary hearing loss and deafness
,Premature ovarian failure
,Retinitis pigmentosa
,Hereditary hemochromatosis
,Neurodegeneration with brain iron accumulation
,Amyotrophic lateral sclerosis
,Amyotrophic lateral sclerosis
,Congenital disorder of glycosylation with defective fucosylation
,Friedreich's ataxia
,"Familial exudative vitreoretinopathy, autosomal dominant"
,Glycogen storage disease
,"Glycogen storage disease, type I"
,Severe congenital neutropenia
,Metabolic myopathy
,Glycogen storage disease
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Idiopathic generalized epilepsy
,Juvenile myoclonic epilepsy
,Idiopathic generalized epilepsy
,"Epilepsy, juvenile absence, susceptibility to, 1"
,"Epilepsy, juvenile absence, susceptibility to, 1"
,"Epilepsy, juvenile absence, susceptibility to, 1"
,Idiopathic generalized epilepsy
,Idiopathic generalized epilepsy
,"Epilepsy, childhood absence 1"
,Galactosemia
,Galactosemia
,Morquio syndrome
,COLORECTAL CANCER
,Carcinoma of colon
,Galactosemia
,Cerebral creatine deficiency syndrome
,"Polycystic kidney disease, autosomal dominant"
,Distal hereditary motor neuronopathy
,GARS-Associated Axonal Neuropathy
,GARS-Associated Axonal Neuropathy
,"Charcot-Marie-Tooth disease, type 2"
,"Charcot-Marie-Tooth disease, type 2"
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,Primary ciliary dyskinesia
,Congenital dyserythropoietic anemia
,Autosomal chromosomal disorder
,Congenital chromosomal disease
,Atrial septal defect
,Atrial septal defect
,Cerebral creatine deficiency syndrome
,Ashkenazi Jewish disorders
,Gaucher disease
,Gaucher disease
,Gaucher disease
,Gaucher disease
,Gaucher disease
,Parkinson disease
,Glycogen storage disease
,Disorder of organic acid metabolism
,Neonatal diabetes mellitus
,Familial hyperinsulinism
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,"Charcot-Marie-Tooth disease, type 2"
,Charcot-Marie-Tooth disease type 4
,Transposition of the great arteries
,Hereditary hemorrhagic telangiectasia
,Klippel Feil syndrome
,Klippel Feil syndrome
,Hirschsprung disease
,Hirschsprung disease
,Severe congenital neutropenia
,Combined oxidative phosphorylation deficiency
,Congenital myasthenic syndrome
,"Amyotrophic lateral sclerosis, juvenile, with dementia"
,Idiopathic growth hormone deficiency
,Idiopathic growth hormone deficiency
,Familial hypercholesterolemia
,Hyperlipoproteinemia
,Parkinson disease
,Hereditary hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Atrial standstill
,Atrial fibrillation
,Charcot-Marie-Tooth Neuropathy X
,Charcot-Marie-Tooth disease
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,DFNA 3 Nonsyndromic Hearing Loss and Deafness
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,"Deafness, autosomal dominant nonsyndromic sensorineural 3"
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,DFNA 3 Nonsyndromic Hearing Loss and Deafness
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,"Deafness, autosomal dominant nonsyndromic sensorineural 3"
,Morquio syndrome
,GM1 gangliosidosis
,GM1 gangliosidosis
,GM1 gangliosidosis
,Holoprosencephaly sequence
,Nephronophthisis
,Nephronophthisis
,Hyperekplexia
,Hyperekplexia
,Hyperekplexia
,Hyperekplexia
,Familial hyperinsulinism
,Parkinson disease
,Congenital muscular dystrophy
,alpha-Dystroglycan related dystrophy
,Auriculocondylar syndrome
,Achromatopsia
,Charcot-Marie-Tooth disease
,Rhizomelic chondrodysplasia punctata
,Peroxisome biogenesis disorders
,Sanfilippo syndrome
,Nephroblastoma
,Nephroblastoma
,Brugada syndrome
,Hyperekplexia
,Hyperekplexia
,Combined molybdoflavoprotein enzyme deficiency
,Familial chylomicronemia syndrome
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Primary hyperoxaluria
,Rolandic epilepsy
,Congenital stationary night blindness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Combined oxidative phosphorylation deficiency
,Retinitis pigmentosa
,Leber congenital amaurosis
,Polyglucosan body myopathy
,Glycogen storage disease
,Nephroblastoma
,Nephroblastoma
,Familial hyperinsulinism
,Disorder of fatty acid metabolism
,Disorder of fatty acid metabolism
,Juvenile hemochromatosis
,Hereditary hemochromatosis
,Perrault syndrome
,Perrault syndrome
,Severe congenital neutropenia
,Hemoglobinopathy
,Hemoglobinopathy
,Thalassemia
,Thalassemia
,Thalassemia
,Thalassemia
,Hemoglobinopathy
,Hemoglobinopathy
,Hemoglobinopathy
,Hemoglobinopathy
,Hemoglobinopathy
,Thalassemia
,Thalassemia
,Thalassemia
,Hemoglobinopathy
,Brugada syndrome
,Autosomal recessive spondylocostal dysostosis
,Ashkenazi Jewish disorders
,Microvascular complications of diabetes
,Hereditary hemochromatosis
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Sanfilippo syndrome
,Juvenile hemochromatosis
,Hereditary hemochromatosis
,Charcot-Marie-Tooth disease type 4
,Charcot-Marie-Tooth disease
,Genetic prion diseases
,Biotin-Responsive Multiple Carboxylase Deficiencies
,Age-related macular degeneration
,Disorder of organic acid metabolism
,Neoplasm of the breast
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy
,Limb-girdle muscular dystrophy autosomal dominant
,Primary hyperoxaluria
,Hermansky-Pudlak syndrome
,Hermansky-Pudlak syndrome
,Hermansky-Pudlak syndrome
,Hermansky-Pudlak syndrome
,Hermansky-Pudlak syndrome
,Alopecia
,Neoplasm of the genitourinary tract
,Rasopathy
,Perrault syndrome
,Perrault syndrome
,Congenital adrenal hyperplasia
,Disorder of endocrine system
,"Charcot-Marie-Tooth disease, type 2"
,Distal hereditary motor neuronopathy
,Charcot-Marie-Tooth disease
,Charcot-Marie-Tooth disease
,Distal hereditary motor neuronopathy
,"Charcot-Marie-Tooth disease, type 2"
,Age-related macular degeneration
,Parkinson disease
,Primary ciliary dyskinesia
,Transitory neonatal diabetes mellitus
,Neonatal diabetes mellitus
,Glioma
,Glioma
,Retinitis pigmentosa
,Mucopolysaccharidosis type 1
,Mucopolysaccharidosis type 1
,Mucopolysaccharidosis type 1
,Osteogenesis imperfecta
,Tuberous sclerosis syndrome
,"Hepatitis C virus infection, response to therapy of"
,"Hepatitis C virus infection, response to therapy of"
,"Hepatitis C virus infection, response to therapy of"
,Cranioectodermal dysplasia
,Cranioectodermal dysplasia
,Jeune thoracic dystrophy
,Nephroblastoma
,Distal hereditary motor neuronopathy
,Charcot-Marie-Tooth disease
,Microvascular complications of diabetes
,Severe combined immunodeficiency disease
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Retinitis pigmentosa
,Leber congenital amaurosis
,Retinitis pigmentosa
,Charcot-Marie-Tooth disease
,"Hereditary Nephrotic Syndromes, Autosomal Dominant"
,Hereditary nephrotic syndrome
,Focal segmental glomerulosclerosis
,Focal segmental glomerulosclerosis
,Joubert syndrome
,Neonatal diabetes mellitus
,Familial hyperinsulinism
,Nephronophthisis
,Nephronophthisis
,Renal dysplasia and retinal aplasia
,Neoplasm of lung
,Systemic lupus erythematosus
,Orofacial cleft
,Congenital muscular dystrophy
,Junctional epidermolysis bullosa
,Epidermolysis bullosa simplex
,Disorder of organic acid metabolism
,Congenital hypothyroidism
,Arteriohepatic dysplasia
,Severe congenital neutropenia
,Familial erythrocytosis
,"Charcot-Marie-Tooth disease, type 2"
,Charcot-Marie-Tooth disease
,Cardiomyopathy
,Primary familial hypertrophic cardiomyopathy
,Cardiomyopathy
,Arrhythmogenic right ventricular cardiomyopathy
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nemaline myopathy
,Episodic ataxia
,Episodic ataxia
,Atrial fibrillation
,Romano-Ward syndrome
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Jervell and Lange-Nielsen syndrome 1
,Jervell and Lange-Nielsen syndrome 1
,Romano-Ward syndrome
,Atrial fibrillation
,Brugada syndrome
,Romano-Ward syndrome
,short QT syndrome
,Antenatal Bartter Syndrome
,Bartter syndrome
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Neonatal diabetes mellitus
,Neonatal diabetes mellitus
,Familial hyperinsulinism
,Leber congenital amaurosis
,short QT syndrome
,Atrial fibrillation
,Romano-Ward syndrome
,Familial hyperaldosteronism
,Primary pulmonary hypertension
,Romano-Ward syndrome
,Romano-Ward syndrome
,short QT syndrome
,Atrial fibrillation
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary hearing loss and deafness
,Benign familial neonatal seizures
,Benign familial neonatal seizures
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Hereditary sensory and autonomic neuropathy type II
,Hereditary sensory and autonomic neuropathy type II
,"Charcot-Marie-Tooth disease, type 2"
,"Charcot-Marie-Tooth disease, type 2A"
,Charcot-Marie-Tooth disease
,Congenital fibrosis of the extraocular muscles
,Joubert syndrome
,Precocious puberty
,Neoplasm of the genitourinary tract
,Retinitis pigmentosa
,Congenital dyserythropoietic anemia
,Neoplasm of the genitourinary tract
,Pseudohypoaldosteronism type 2A
,Nemaline myopathy
,Cold-induced sweating syndrome
,Retinitis pigmentosa
,Primary autosomal recessive microcephaly
,Neoplasm of lung
,Autoimmune lymphoproliferative syndrome
,Noonan syndrome
,Neoplasm of the genitourinary tract
,Rasopathy
,Neoplasm of the breast
,Meesmann corneal dystrophy
,Epidermolysis bullosa simplex
,Epidermolysis bullosa simplex
,Epidermolysis bullosa simplex
,Pachyonychia congenita syndrome
,Pachyonychia congenita syndrome
,Meesmann corneal dystrophy
,Epidermolysis bullosa simplex
,Epidermolysis bullosa simplex
,Epidermolysis bullosa simplex
,Epidermolysis bullosa simplex
,Pachyonychia congenita syndrome
,Pachyonychia congenita syndrome
,Wooly hair
,L1 syndrome
,L1 syndrome
,Galloway-Mowat syndrome
,Laminin alpha 2-related dystrophy
,Congenital muscular dystrophy
,Junctional epidermolysis bullosa
,Junctional epidermolysis bullosa
,Familial dilated cardiomyopathy
,Primary dilated cardiomyopathy
,Cardiomyopathy
,Malformation of cortical development
,Lissencephaly
,Lissencephaly
,Junctional epidermolysis bullosa
,Junctional epidermolysis bullosa
,Junctional epidermolysis bullosa
,Junctional epidermolysis bullosa
,Congenital muscular dystrophy
,alpha-Dystroglycan related dystrophy
,Infantile liver failure syndrome
,Perrault syndrome
,Perrault syndrome
,Leber congenital amaurosis
,Cardiomyopathy
,Cardiomyopathy
,Familial dilated cardiomyopathy
,Myofibrillar myopathy
,Glycogen storage disease
,Hyperlipoproteinemia
,Familial hypercholesterolemia
,Familial hypercholesterolemia
,"Monogenic Non-Syndromic Obesity, Autosomal Recessive"
,"Monogenic Non-Syndromic Obesity, Autosomal Recessive"
,Autosomal recessive spondylocostal dysostosis
,Precocious puberty
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,"Pituitary hormone deficiency, combined"
,"Pituitary hormone deficiency, combined"
,Familial partial lipodystrophy
,Congenital ichthyosis of skin
,"Charcot-Marie-Tooth disease, type I"
,Charcot-Marie-Tooth disease
,Disorders of Intracellular Cobalamin Metabolism
,Familial dilated cardiomyopathy
,Cardiomyopathy
,Cardiomyopathy
,Emery-Dreifuss muscular dystrophy
,Familial partial lipodystrophy
,Nonsyndromic hearing loss and deafness
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Hereditary hearing loss and deafness
,Familial thoracic aortic aneurysm and aortic dissection
,Familial thoracic aortic aneurysm and aortic dissection
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Wooly hair
,Familial chylomicronemia syndrome
,Hyperlipoproteinemia
,Leber congenital amaurosis
,Oculocutaneous albinism
,Sclerosteosis
,"Osteopetrosis, autosomal dominant"
,"Familial exudative vitreoretinopathy, autosomal dominant"
,"Familial exudative vitreoretinopathy, autosomal dominant"
,Hereditary hearing loss and deafness
,Mitochondrial diseases
,Leigh syndrome
,Primary ciliary dyskinesia
,Parkinson disease
,Charcot-Marie-Tooth disease
,"Charcot-Marie-Tooth disease, type 2"
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Hereditary hearing loss and deafness
,Weill-Marchesani syndrome
,Combined oxidative phosphorylation deficiency
,Neoplasm of the genitourinary tract
,Antenatal Bartter Syndrome
,Bartter syndrome
,Retinitis pigmentosa
,Rasopathy
,Rasopathy
,"Pure gonadal dysgenesis 46,XY"
,Neoplasm of lung
,Parkinson disease
,Charcot-Marie-Tooth disease
,Infantile liver failure syndrome
,Combined oxidative phosphorylation deficiency
,Hereditary hearing loss and deafness
,"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"
,Nonsyndromic hearing loss and deafness
,Malignant melanoma of skin
,Cutaneous melanoma
,Hereditary cutaneous melanoma
,Oculocutaneous albinism
,Disorder of organic acid metabolism
,Methylcrotonyl-CoA carboxylase deficiency
,Methylcrotonyl-CoA carboxylase deficiency
,Disorder of organic acid metabolism
,Disorder of organic acid metabolism
,Methylmalonic acidemia
,Ashkenazi Jewish disorders
,Primary autosomal recessive microcephaly
,Autism spectrum disorder
,Transposition of the great arteries
,Klippel Feil syndrome
,Retinitis pigmentosa
,Autosomal recessive spondylocostal dysostosis
,Autosomal recessive spondylocostal dysostosis
,Neoplasm of the genitourinary tract
,Familial thoracic aortic aneurysm and aortic dissection
,Familial thoracic aortic aneurysm and aortic dissection
,"Charcot-Marie-Tooth disease, type 2A"
,"Charcot-Marie-Tooth disease, type 2"
,Charcot-Marie-Tooth disease
,Primary autosomal recessive microcephaly
,Neuronal ceroid lipofuscinosis
,Congenital disorder of glycosylation
,Mitochondrial diseases
,Mitochondrial DNA Deletion Syndromes
,Hereditary hearing loss and deafness
,Combined oxidative phosphorylation deficiency
,Combined oxidative phosphorylation deficiency
,Hereditary hearing loss and deafness
,Nonsyndromic hearing loss and deafness
,Autosomal dominant non-syndromic sensorineural deafness type DFNA
,Hereditary cutaneous melanoma
,Waardenburg syndrome type 2
,Malignant melanoma of skin
