#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
9132		KCNQ4	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
547		KIF1A	C0020072	Hereditary sensory and autonomic neuropathy type II	GeneReviews	NBK49247		16 Feb 2016
547		KIF1A	C0020072	Hereditary sensory and autonomic neuropathy type II	GeneReviews	NBK49247		16 Feb 2016
23095		KIF1B	C0270914	Charcot-Marie-Tooth disease, type 2	NCBI curation			16 Feb 2016
23095		KIF1B	C2079538	Charcot-Marie-Tooth disease, type 2A	NCBI curation			16 Feb 2016
23095		KIF1B	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
55605		KIF21A	CN043677	Congenital fibrosis of the extraocular muscles	NCBI curation			16 Feb 2016
374654		KIF7	C0431399	Joubert syndrome	OMIM phenotypic series	PS213300		28 Mar 2017
84634		KISS1R	C0034013	Precocious puberty	Human Phenotype Ontology	HP:0000826		16 Feb 2016
3815		KIT	C0042065	Neoplasm of the genitourinary tract	Human Phenotype Ontology	HP:0007379		04 Apr 2018
55857		KIZ	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
10661		KLF1	C0002876	Congenital dyserythropoietic anemia	Orphanet	ORPHA85		25 May 2016
1316		KLF6	C0042065	Neoplasm of the genitourinary tract	Human Phenotype Ontology	HP:0007379		04 Apr 2018
26249		KLHL3	C1840389	Pseudohypoaldosteronism type 2A	NCBI curation		145260	15 Jan 2020
131377		KLHL40	C0206157	Nemaline myopathy	OMIM phenotypic series	PS161800		16 Feb 2016
55975		KLHL7	C1832409	Cold-induced sweating syndrome	OMIM phenotypic series	PS272430		16 Feb 2016
55975		KLHL7	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
57082		KNL1	C3711387	Primary autosomal recessive microcephaly	NCBI curation			16 Feb 2016
3845		KRAS	C0024121	Neoplasm of lung	NCBI curation			16 Feb 2016
3845		KRAS	C1328840	Autoimmune lymphoproliferative syndrome	MONDO	MONDO:0017979	601859	16 Feb 2016
3845		KRAS	C0028326	Noonan syndrome	OMIM phenotypic series	PS163950		16 Feb 2016
3845		KRAS	C0042065	Neoplasm of the genitourinary tract	Human Phenotype Ontology	HP:0007379		04 Apr 2018
3845		KRAS	CN166718	Rasopathy	NCBI curation			16 Feb 2016
3845		KRAS	C1458155	Neoplasm of the breast	Human Phenotype Ontology	HP:0100013		18 Jul 2017
3859		KRT12	C0339277	Meesmann corneal dystrophy	NCBI curation			08 Feb 2020
3861		KRT14	C0079298	Epidermolysis bullosa simplex				16 Feb 2016
3861		KRT14	C0079298	Epidermolysis bullosa simplex				16 Feb 2016
3861		KRT14	C0079298	Epidermolysis bullosa simplex				16 Feb 2016
3868		KRT16	C0265334	Pachyonychia congenita syndrome	NCBI curation			16 Feb 2016
3872		KRT17	C0265334	Pachyonychia congenita syndrome	NCBI curation			16 Feb 2016
3850		KRT3	C0339277	Meesmann corneal dystrophy	NCBI curation			08 Feb 2020
3852		KRT5	C0079298	Epidermolysis bullosa simplex				16 Feb 2016
3852		KRT5	C0079298	Epidermolysis bullosa simplex				16 Feb 2016
3852		KRT5	C0079298	Epidermolysis bullosa simplex				16 Feb 2016
3852		KRT5	C0079298	Epidermolysis bullosa simplex				16 Feb 2016
3853		KRT6A	C0265334	Pachyonychia congenita syndrome	NCBI curation			16 Feb 2016
3854		KRT6B	C0265334	Pachyonychia congenita syndrome	NCBI curation			16 Feb 2016
121391		KRT74	C0343073	Wooly hair	NCBI curation			16 Feb 2016
3897		L1CAM	CN118845	L1 syndrome	NCBI curation			19 Jul 2018
3897		L1CAM	CN118845	L1 syndrome	NCBI curation			19 Jul 2018
8270		LAGE3	C0795949	Galloway-Mowat syndrome	OMIM phenotypic series	PS251300		24 Jul 2018
3908		LAMA2	CN117977	Laminin alpha 2-related dystrophy	NCBI curation			16 Feb 2016
3908		LAMA2	C0699743	Congenital muscular dystrophy	Human Phenotype Ontology	HP:0003741		16 Feb 2016
3909		LAMA3	C0079301	Junctional epidermolysis bullosa	MONDO	MONDO:0017612		22 Apr 2020
3909		LAMA3	C0079301	Junctional epidermolysis bullosa	MONDO	MONDO:0017612		22 Apr 2020
3910		LAMA4	C0340427	Familial dilated cardiomyopathy	Orphanet	ORPHA217607		16 Feb 2016
3910		LAMA4	C0007193	Primary dilated cardiomyopathy	NCBI curation			16 Feb 2016
3910		LAMA4	C0878544	Cardiomyopathy	Human Phenotype Ontology	HP:0001638		16 Feb 2016
3912		LAMB1	C1955869	Malformation of cortical development	NCBI curation			16 Feb 2016
3912		LAMB1	C0266463	Lissencephaly	OMIM phenotypic series	PS607432		16 Feb 2016
3912		LAMB1	C0266463	Lissencephaly	Human Phenotype Ontology	HP:0001339		16 Feb 2016
3914		LAMB3	C0079301	Junctional epidermolysis bullosa	MONDO	MONDO:0017612		22 Apr 2020
3914		LAMB3	C0079301	Junctional epidermolysis bullosa	MONDO	MONDO:0017612		22 Apr 2020
3918		LAMC2	C0079301	Junctional epidermolysis bullosa	MONDO	MONDO:0017612		22 Apr 2020
3918		LAMC2	C0079301	Junctional epidermolysis bullosa	MONDO	MONDO:0017612		22 Apr 2020
9215		LARGE1	C0699743	Congenital muscular dystrophy	Human Phenotype Ontology	HP:0003741		16 Feb 2016
9215		LARGE1	C2936406	alpha-Dystroglycan related dystrophy	NCBI curation			16 Feb 2016
51520		LARS1	CN228161	Infantile liver failure syndrome	OMIM phenotypic series	PS615438		16 Feb 2016
23395		LARS2	C0685838	Perrault syndrome	OMIM phenotypic series	PS233400		06 Apr 2018
23395		LARS2	C0685838	Perrault syndrome	Orphanet	ORPHA2855		06 Apr 2018
167691		LCA5	C0339527	Leber congenital amaurosis	OMIM phenotypic series	PS204000		04 Sep 2016
11155		LDB3	C0878544	Cardiomyopathy	Human Phenotype Ontology	HP:0001638		16 Feb 2016
11155		LDB3	C0878544	Cardiomyopathy	Human Phenotype Ontology	HP:0001638		16 Feb 2016
11155		LDB3	C0340427	Familial dilated cardiomyopathy	Orphanet	ORPHA217607		16 Feb 2016
11155		LDB3	C2678065	Myofibrillar myopathy	Human Phenotype Ontology	HP:0003715		16 Feb 2016
3939		LDHA	C0017919	Glycogen storage disease	NCBI curation			16 Feb 2016
3949		LDLR	C0020476	Hyperlipoproteinemia	Human Phenotype Ontology	HP:0010980		16 Feb 2016
3949		LDLR	C0020445	Familial hypercholesterolemia				15 Jan 2020
26119		LDLRAP1	C0020445	Familial hypercholesterolemia				15 Jan 2020
3952		LEP	CN043636	Monogenic Non-Syndromic Obesity, Autosomal Recessive				16 Feb 2016
3953		LEPR	CN043636	Monogenic Non-Syndromic Obesity, Autosomal Recessive				16 Feb 2016
3955		LFNG	CN043670	Autosomal recessive spondylocostal dysostosis	Orphanet	ORPHA2311		16 Feb 2016
3973		LHCGR	C0034013	Precocious puberty	Human Phenotype Ontology	HP:0000826		16 Feb 2016
222662		LHFPL5	CN043650	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive				16 Feb 2016
222662		LHFPL5	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28 Apr 2017
222662		LHFPL5	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
8022		LHX3	CN078207	Pituitary hormone deficiency, combined	OMIM phenotypic series	PS613038		16 Feb 2016
89884		LHX4	CN078207	Pituitary hormone deficiency, combined	OMIM phenotypic series	PS613038		16 Feb 2016
3991		LIPE	C0271694	Familial partial lipodystrophy	NCBI curation			16 Feb 2016
643418		LIPN	C0020758	Congenital ichthyosis of skin	NCBI curation			16 Feb 2016
9516		LITAF	C0751036	Charcot-Marie-Tooth disease, type I	NCBI curation			16 Feb 2016
9516		LITAF	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
55788		LMBRD1	CN043592	Disorders of Intracellular Cobalamin Metabolism				16 Feb 2016
4000		LMNA	C0340427	Familial dilated cardiomyopathy	Orphanet	ORPHA217607		16 Feb 2016
4000		LMNA	C0878544	Cardiomyopathy	Human Phenotype Ontology	HP:0001638		16 Feb 2016
4000		LMNA	C0878544	Cardiomyopathy	Human Phenotype Ontology	HP:0001638		16 Feb 2016
4000		LMNA	C0410189	Emery-Dreifuss muscular dystrophy	OMIM phenotypic series	PS310300		16 Feb 2016
4000		LMNA	C0271694	Familial partial lipodystrophy	NCBI curation			16 Feb 2016
4009		LMX1A	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28 Apr 2017
4009		LMX1A	CN043649	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet	ORPHA90635		22 Jan 2017
4009		LMX1A	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4015		LOX	C4707243	Familial thoracic aortic aneurysm and aortic dissection	MONDO	MONDO:0019625		27 Apr 2020
4015		LOX	C4707243	Familial thoracic aortic aneurysm and aortic dissection	Orphanet	ORPHA91387		27 Apr 2020
125336		LOXHD1	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
125336		LOXHD1	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28 Apr 2017
125336		LOXHD1	CN043650	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive				16 Feb 2016
10161		LPAR6	C0343073	Wooly hair	NCBI curation			16 Feb 2016
4023		LPL	CN231410	Familial chylomicronemia syndrome	Orphanet	ORPHA444490		13 Aug 2016
4023		LPL	C0020476	Hyperlipoproteinemia	Human Phenotype Ontology	HP:0010980		16 Feb 2016
9227		LRAT	C0339527	Leber congenital amaurosis	OMIM phenotypic series	PS204000		04 Sep 2016
83938		LRMDA	C0078918	Oculocutaneous albinism	OMIM phenotypic series	PS203100		16 Feb 2016
4038		LRP4	C0265301	Sclerosteosis	OMIM phenotypic series	PS269500		27 Oct 2017
4041		LRP5	C4272579	Osteopetrosis, autosomal dominant	OMIM phenotypic series	PS607634		26 Nov 2017
4041		LRP5	CN118824	Familial exudative vitreoretinopathy, autosomal dominant	NCBI curation			16 Feb 2016
4041		LRP5	CN118824	Familial exudative vitreoretinopathy, autosomal dominant	NCBI curation			16 Feb 2016
10128		LRPPRC	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
10128		LRPPRC	C0751651	Mitochondrial diseases	NCBI curation			16 Feb 2016
10128		LRPPRC	C0023264	Leigh syndrome	Orphanet	ORPHA506	256000	16 Feb 2016
23639		LRRC6	C0008780	Primary ciliary dyskinesia	OMIM phenotypic series	PS244400		20 Jul 2019
120892		LRRK2	C0030567	Parkinson disease	OMIM phenotypic series	PS168600		16 Feb 2016
90678		LRSAM1	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
90678		LRSAM1	C0270914	Charcot-Marie-Tooth disease, type 2	NCBI curation			16 Feb 2016
220074		LRTOMT	CN043650	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive				16 Feb 2016
220074		LRTOMT	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28 Apr 2017
220074		LRTOMT	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4053		LTBP2	C0265313	Weill-Marchesani syndrome	OMIM phenotypic series	PS277600		16 Feb 2016
57128		LYRM4	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
8379		MAD1L1	C0042065	Neoplasm of the genitourinary tract	Human Phenotype Ontology	HP:0007379		04 Apr 2018
10916		MAGED2	CN239220	Antenatal Bartter Syndrome	NCBI curation			02 Dec 2016
10916		MAGED2	C0004775	Bartter syndrome	OMIM phenotypic series	PS601678		10 Sep 2018
4117		MAK	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
5604		MAP2K1	CN166718	Rasopathy	NCBI curation			16 Feb 2016
5604		MAP2K1	CN166718	Rasopathy	NCBI curation			16 Feb 2016
4214		MAP3K1	C2936694	Pure gonadal dysgenesis 46,XY	NCBI curation			16 Feb 2016
1326		MAP3K8	C0024121	Neoplasm of lung	NCBI curation			16 Feb 2016
4137		MAPT	C0030567	Parkinson disease	OMIM phenotypic series	PS168600		16 Feb 2016
4141		MARS1	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
4141		MARS1	CN228161	Infantile liver failure syndrome	OMIM phenotypic series	PS615438		16 Feb 2016
92935		MARS2	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
153562		MARVELD2	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
153562		MARVELD2	CN043650	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive				16 Feb 2016
153562		MARVELD2	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28 Apr 2017
4157		MC1R	C0151779	Malignant melanoma of skin	NCBI curation			16 Feb 2016
4157		MC1R	C0025202	Cutaneous melanoma	Human Phenotype Ontology	HP:0012056		10 May 2018
4157		MC1R	C1512419	Hereditary cutaneous melanoma	NCBI curation			16 Feb 2016
4157		MC1R	C0078918	Oculocutaneous albinism	OMIM phenotypic series	PS203100		16 Feb 2016
56922		MCCC1	C1263739	Disorder of organic acid metabolism	NCBI curation			16 Feb 2016
56922		MCCC1	C4551505	Methylcrotonyl-CoA carboxylase deficiency	NCBI curation			16 Feb 2016
64087		MCCC2	C4551505	Methylcrotonyl-CoA carboxylase deficiency	NCBI curation			16 Feb 2016
64087		MCCC2	C1263739	Disorder of organic acid metabolism	NCBI curation			16 Feb 2016
84693		MCEE	C1263739	Disorder of organic acid metabolism	NCBI curation			16 Feb 2016
84693		MCEE	C0268583	Methylmalonic acidemia	Human Phenotype Ontology	HP:0002912		16 Feb 2016
57192		MCOLN1	CN118946	Ashkenazi Jewish disorders	NCBI curation			16 Feb 2016
79648		MCPH1	C3711387	Primary autosomal recessive microcephaly	NCBI curation			16 Feb 2016
4204		MECP2	C1510586	Autism spectrum disorder	MONDO	MONDO:0005258		06 Jul 2018
23389		MED13L	C0040761	Transposition of the great arteries				16 Feb 2016
4222		MEOX1	C0022738	Klippel Feil syndrome				16 Feb 2016
10461		MERTK	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
145873		MESP2	CN043670	Autosomal recessive spondylocostal dysostosis	Orphanet	ORPHA2311		16 Feb 2016
145873		MESP2	CN043670	Autosomal recessive spondylocostal dysostosis	Orphanet	ORPHA2311		16 Feb 2016
4233		MET	C0042065	Neoplasm of the genitourinary tract	Human Phenotype Ontology	HP:0007379		04 Apr 2018
8076		MFAP5	C4707243	Familial thoracic aortic aneurysm and aortic dissection	Orphanet	ORPHA91387		27 Apr 2020
8076		MFAP5	C4707243	Familial thoracic aortic aneurysm and aortic dissection	MONDO	MONDO:0019625		27 Apr 2020
9927		MFN2	C2079538	Charcot-Marie-Tooth disease, type 2A	NCBI curation			16 Feb 2016
9927		MFN2	C0270914	Charcot-Marie-Tooth disease, type 2	NCBI curation			16 Feb 2016
9927		MFN2	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
84879		MFSD2A	C3711387	Primary autosomal recessive microcephaly	NCBI curation			16 Feb 2016
256471		MFSD8	C0027877	Neuronal ceroid lipofuscinosis	NCBI curation		214200	16 Feb 2016
4247		MGAT2	C0282577	Congenital disorder of glycosylation	Orphanet	ORPHA137		16 Feb 2016
92667		MGME1	C0751651	Mitochondrial diseases	NCBI curation			16 Feb 2016
92667		MGME1	CN043632	Mitochondrial DNA Deletion Syndromes				16 Feb 2016
92667		MGME1	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
125988		MICOS13	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
4285		MIPEP	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
407053		MIR96	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
407053		MIR96	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28 Apr 2017
407053		MIR96	CN043649	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet	ORPHA90635		22 Jan 2017
4286		MITF	C1512419	Hereditary cutaneous melanoma	NCBI curation			16 Feb 2016
4286		MITF	C2700265	Waardenburg syndrome type 2				16 Feb 2016
4286		MITF	C0151779	Malignant melanoma of skin	NCBI curation			16 Feb 2016
4286		MITF	C0025202	Cutaneous melanoma	Human Phenotype Ontology	HP:0012056		10 May 2018
4286		MITF	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
54903		MKS1	C0752166	Bardet-Biedl syndrome	OMIM phenotypic series	PS209900		16 Feb 2016
54903		MKS1	C0265215	Meckel-Gruber syndrome	NCBI curation			26 Dec 2016
4292		MLH1	C4552100	Lynch syndrome	NCBI curation	Lynch syndrome		16 Feb 2016
4292		MLH1	C4552100	Lynch syndrome	NCBI curation	Lynch syndrome		16 Feb 2016
4292		MLH1	C4552100	Lynch syndrome	NCBI curation	Lynch syndrome		16 Feb 2016
4292		MLH1	C2713442	Familial adenomatous polyposis 1	NCBI curation		175100	16 Feb 2016
4292		MLH1	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4292		MLH1	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4292		MLH1	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4292		MLH1	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4292		MLH1	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
4292		MLH1	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
4292		MLH1	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
4292		MLH1	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4292		MLH1	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
4292		MLH1	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
27030		MLH3	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
27030		MLH3	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
27030		MLH3	C4552100	Lynch syndrome	NCBI curation	Lynch syndrome		16 Feb 2016
166785		MMAA	C1263739	Disorder of organic acid metabolism	NCBI curation			16 Feb 2016
166785		MMAA	C0268583	Methylmalonic acidemia	Human Phenotype Ontology	HP:0002912		16 Feb 2016
326625		MMAB	C0268583	Methylmalonic acidemia	Human Phenotype Ontology	HP:0002912		16 Feb 2016
326625		MMAB	C1263739	Disorder of organic acid metabolism	NCBI curation			16 Feb 2016
25974		MMACHC	C1263739	Disorder of organic acid metabolism	NCBI curation			16 Feb 2016
25974		MMACHC	CN043592	Disorders of Intracellular Cobalamin Metabolism				16 Feb 2016
27249		MMADHC	CN043592	Disorders of Intracellular Cobalamin Metabolism				16 Feb 2016
27249		MMADHC	C0268583	Methylmalonic acidemia	Human Phenotype Ontology	HP:0002912		16 Feb 2016
27249		MMADHC	C1263739	Disorder of organic acid metabolism	NCBI curation			16 Feb 2016
4311		MME	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
4594		MMUT	C0268583	Methylmalonic acidemia	Human Phenotype Ontology	HP:0002912		16 Feb 2016
4594		MMUT	C1263739	Disorder of organic acid metabolism	NCBI curation			16 Feb 2016
55034		MOCOS	CN257747	Hereditary xanthinuria	Orphanet	ORPHA3467		29 Oct 2018
4337		MOCS1	C0268119	Combined molybdoflavoprotein enzyme deficiency				16 Feb 2016
4338		MOCS2	C0268119	Combined molybdoflavoprotein enzyme deficiency				16 Feb 2016
7841		MOGS	C0282577	Congenital disorder of glycosylation	Orphanet	ORPHA137		16 Feb 2016
9526		MPDU1	C0282577	Congenital disorder of glycosylation	Orphanet	ORPHA137		16 Feb 2016
8777		MPDZ	C0020256	Congenital hydrocephalus	Orphanet	ORPHA2185		27 Sep 2018
8777		MPDZ	C0020255	Hydrocephalus	Human Phenotype Ontology	HP:0000238		16 Feb 2016
4351		MPI	C0282577	Congenital disorder of glycosylation	Orphanet	ORPHA137		16 Feb 2016
4358		MPV17	C0751651	Mitochondrial diseases	NCBI curation			16 Feb 2016
4358		MPV17	CN069134	Mitochondrial DNA depletion syndrome, hepatocerebral form	NCBI curation			16 Feb 2016
4358		MPV17	CN043632	Mitochondrial DNA Deletion Syndromes				16 Feb 2016
4358		MPV17	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4359		MPZ	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
4359		MPZ	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
4359		MPZ	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
4359		MPZ	C0007959	Charcot-Marie-Tooth disease	OMIM phenotypic series	PS118220		16 Feb 2016
4359		MPZ	C4082197	Charcot-Marie-Tooth disease type 4	NCBI curation			30 Jan 2019
4359		MPZ	C0393818	Congenital hypomyelinating neuropathy	NCBI curation			01 Dec 2018
4359		MPZ	C0751036	Charcot-Marie-Tooth disease, type I	NCBI curation			16 Feb 2016
4359		MPZ	C0270914	Charcot-Marie-Tooth disease, type 2	NCBI curation			16 Feb 2016
4359		MPZ	C0270914	Charcot-Marie-Tooth disease, type 2	NCBI curation			16 Feb 2016
11222		MRPL3	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
65080		MRPL44	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
51021		MRPS16	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
51116		MRPS2	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
56945		MRPS22	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
65993		MRPS34	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
51081		MRPS7	CN228601	Combined oxidative phosphorylation deficiency	OMIM phenotypic series	PS609060		16 Feb 2016
4436		MSH2	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4436		MSH2	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4436		MSH2	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4436		MSH2	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4436		MSH2	C4552100	Lynch syndrome	NCBI curation	Lynch syndrome		16 Feb 2016
4436		MSH2	C4552100	Lynch syndrome	NCBI curation	Lynch syndrome		16 Feb 2016
4436		MSH2	C4552100	Lynch syndrome	NCBI curation	Lynch syndrome		16 Feb 2016
4436		MSH2	C2713442	Familial adenomatous polyposis 1	NCBI curation		175100	16 Feb 2016
4436		MSH2	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
4436		MSH2	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
4436		MSH2	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
4436		MSH2	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
4436		MSH2	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
4436		MSH2	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
2956		MSH6	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
2956		MSH6	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
2956		MSH6	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
2956		MSH6	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
2956		MSH6	C0009402	Carcinoma of colon	NCBI curation			16 Feb 2016
2956		MSH6	C2713442	Familial adenomatous polyposis 1	NCBI curation		175100	16 Feb 2016
2956		MSH6	C4552100	Lynch syndrome	NCBI curation	Lynch syndrome		16 Feb 2016
2956		MSH6	C4552100	Lynch syndrome	NCBI curation	Lynch syndrome		16 Feb 2016
2956		MSH6	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
2956		MSH6	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
2956		MSH6	CN280943	COLORECTAL CANCER	NCBI curation			22 May 2020
253827		MSRB3	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
253827		MSRB3	CN043650	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive				16 Feb 2016
253827		MSRB3	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28 Apr 2017
4487		MSX1	C3266076	Orofacial cleft	OMIM phenotypic series	PS119530		16 Feb 2016
4488		MSX2	C1868598	Enlarged parietal foramina	Orphanet	ORPHA60015		08 Oct 2018
4488		MSX2	C0010278	Craniosynostosis syndrome	NCBI curation			16 Feb 2016
4508		MT-ATP6	C0751651	Mitochondrial diseases	NCBI curation			16 Feb 2016
4508		MT-ATP6	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4508		MT-ATP6	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4512		MT-CO1	C0751651	Mitochondrial diseases	NCBI curation			16 Feb 2016
4512		MT-CO1	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28 Apr 2017
4514		MT-CO3	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4535		MT-ND1	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4535		MT-ND1	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4536		MT-ND2	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4537		MT-ND3	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4538		MT-ND4	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4538		MT-ND4	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4540		MT-ND5	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4540		MT-ND5	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4541		MT-ND6	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4541		MT-ND6	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4549		MT-RNR1	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28 Apr 2017
4549		MT-RNR1	CN184091	Aminoglycoside response	NCBI curation			16 Feb 2016
4549		MT-RNR1	CN184091	Aminoglycoside response	NCBI curation			16 Feb 2016
4549		MT-RNR1	CN184091	Aminoglycoside response	NCBI curation			16 Feb 2016
4549		MT-RNR1	C0751651	Mitochondrial diseases	NCBI curation			16 Feb 2016
4553		MT-TA	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4511		MT-TC	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4555		MT-TD	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4558		MT-TF	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4564		MT-TH	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4565		MT-TI	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4566		MT-TK	C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	16 Feb 2016
4566		MT-TK	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
4567		MT-TL1	C0236038	Hereditary hearing loss and deafness	NCBI curation			16 Feb 2016
